Proteome Id,Organism Id,Expected Count,Downloaded Count,Mismatch Count,Status,Error
UP000189370,301967,3699,3699,0,Match,None
UP000196084,253108,3662,3662,0,Match,None
UP000198518,355548,3054,3054,0,Match,None
UP000198531,553469,4155,4155,0,Match,None
UP000198856,890420,3354,3354,0,Match,None
UP000198876,553467,3559,3559,0,Match,None
UP000198882,1095776,4464,4464,0,Match,None
UP000199079,1048396,3343,3343,0,Match,None
UP000199112,640943,3617,3617,0,Match,None
UP000199114,1186196,4688,4688,0,Match,None
UP000199126,660520,5247,5247,0,Match,None
UP000199170,660517,3679,3679,0,Match,None
UP000199215,1267564,3119,3119,0,Match,None
UP000199320,392421,4122,4122,0,Match,None
UP000199451,660521,3752,3752,0,Match,None
UP000199607,553466,4515,4515,0,Match,None
UP000218083,2032630,3214,3214,0,Match,None
UP000219689,373386,4191,4191,0,Match,None
UP000222824,1383844,3256,3256,0,Match,None
UP000236740,699433,3637,3637,0,Match,None
UP000255421,1236180,3653,3653,0,Match,None
UP000268233,182779,4371,4371,0,Match,None
UP000273828,1679091,3330,3330,0,Match,None
UP000281431,1679083,4321,4321,0,Match,None
UP000281564,268735,2948,2948,0,Match,None
UP000282322,1785090,3340,3340,0,Match,None
UP000282323,1679083,4237,4237,0,Match,None
UP000289691,2479928,3984,3984,0,Match,None
UP000304382,2509225,4215,4215,0,Match,None
UP000308037,2217661,2818,2818,0,Match,None
UP000318864,2419781,4165,4165,0,Match,None
UP000319712,413815,3112,3112,0,Match,None
UP000319894,2234134,3668,3668,0,Match,None
UP000324020,261291,3113,3113,0,Match,None
UP000434101,2691917,4155,4155,0,Match,None
UP000439022,2666140,3493,3493,0,Match,None
UP000443423,2666143,3370,3370,0,Match,None
UP000474628,2666142,3333,3333,0,Match,None
UP000546257,2761102,3285,3285,0,Match,None
UP000605784,1427151,4005,4005,0,Match,None
UP000607197,1383812,3498,3498,0,Match,None
UP000614609,489911,2860,2860,0,Match,None
UP000766550,1429915,3863,3863,0,Match,None
UP000766904,2055836,4930,4930,0,Match,None
UP000770586,29284,3036,3036,0,Match,None
UP000783863,2487746,4027,4027,0,Match,None
UP000823588,261290,3129,3129,0,Match,None
UP000823736,1202767,2878,2878,0,Match,None
UP001016761,2741724,4359,4359,0,Match,None
UP001058330,302484,3668,3668,0,Match,None
UP001139494,2841590,3189,3189,0,Match,None
UP001154061,2950540,4600,4600,0,Match,None
UP001202674,2917711,3287,3287,0,Match,None
UP001203207,2917812,3246,3246,0,Match,None
UP001208186,2979991,3282,3282,0,Match,None
UP001248536,43776,3984,3984,0,Match,None
UP001253439,2950533,4118,4118,0,Match,None
UP001254813,2950537,4569,4569,0,Match,None
UP001257060,2950536,4365,4365,0,Match,None
UP001259659,2950534,4206,4206,0,Match,None
UP001268864,2950539,4289,4289,0,Match,None
UP001320972,2979990,4924,4924,0,Match,None
UP001321047,2979988,4160,4160,0,Match,None
UP001430377,2487747,4663,4663,0,Match,None
UP001430455,2487749,5094,5094,0,Match,None
UP001567571,425309,3324,3324,0,Match,None
UP001567572,3076378,3433,3433,0,Match,None
UP001570511,2996466,3250,3250,0,Match,None
UP000198397,63740,3371,3371,0,Match,None
UP000199161,148448,4334,4334,0,Match,None
UP001210528,337243,4020,4020,0,Match,None
UP000010878,694430,4153,4153,0,Match,None
UP000011566,1132509,3400,3400,0,Match,None
UP000011599,1114856,4671,4671,0,Match,None
UP000018572,1417673,3926,3926,0,Match,None
UP000460194,29283,3223,3223,0,Match,None
UP000011555,358396,4151,4151,0,Match,None
UP000184203,797209,4339,4339,0,Match,None
UP000011509,1227466,3463,3463,0,Match,None
UP000011513,1227487,4246,4246,0,Match,None
UP000011514,1227484,3231,3231,0,Match,None
UP000011519,1227493,3852,3852,0,Match,None
UP000011546,1230456,3433,3433,0,Match,None
UP000011568,931277,3035,3035,0,Match,None
UP000011575,1230454,2981,2981,0,Match,None
UP000011586,1227465,3454,3454,0,Match,None
UP000011591,1227491,4399,4399,0,Match,None
UP000011592,1230459,4056,4056,0,Match,None
UP000011602,1227499,4400,4400,0,Match,None
UP000011625,1227456,4078,4078,0,Match,None
UP000011648,1230458,4374,4374,0,Match,None
UP000011650,1227482,3220,3220,0,Match,None
UP000011661,1230460,3428,3428,0,Match,None
UP000011669,1227455,3441,3441,0,Match,None
UP000011687,662475,4369,4369,0,Match,None
UP000011688,1227497,4317,4317,0,Match,None
UP000011689,1227481,2931,2931,0,Match,None
UP000011690,1227500,3979,3979,0,Match,None
UP000011693,1227492,4030,4030,0,Match,None
UP000019024,797299,4086,4086,0,Match,None
UP000011523,1227485,3234,3234,0,Match,None
UP000011531,1227498,4417,4417,0,Match,None
UP000011534,662477,3961,3961,0,Match,None
UP000011553,662478,3769,3769,0,Match,None
UP000011615,1230457,3519,3519,0,Match,None
UP000011623,1227452,4156,4156,0,Match,None
UP000011632,1227496,4160,4160,0,Match,None
UP000011657,1227488,4563,4563,0,Match,None
UP000011659,662476,4338,4338,0,Match,None
UP000011680,1227457,4030,4030,0,Match,None
UP000011550,662479,3395,3395,0,Match,None
UP000011612,1230453,3847,3847,0,Match,None
UP000011626,797114,4458,4458,0,Match,None
UP000011508,662480,3789,3789,0,Match,None
UP000017840,1324957,3445,3445,0,Match,None
UP000011526,1227467,3133,3133,0,Match,None
UP000011581,1227483,3014,3014,0,Match,None
UP000011528,1230455,3246,3246,0,Match,None
UP000011559,1227461,3913,3913,0,Match,None
UP000006794,797210,4221,4221,0,Match,None
UP000010846,797302,3099,3099,0,Match,None
UP000011511,1227494,3732,3732,0,Match,None
UP000000740,416348,3495,3495,0,Match,None
UP000006663,469382,3894,3894,0,Match,None
UP000011645,795797,3802,3802,0,Match,None
UP000011867,268739,2723,2723,0,Match,None
UP000011593,797303,4176,4176,0,Match,None
UP000001746,485914,3343,3343,0,Match,None
UP000001169,272569,4234,4234,0,Match,None
UP000011554,29540,4175,4175,0,Match,None
UP000011524,1227453,4235,4235,0,Match,None
UP000011571,1227459,3945,3945,0,Match,None
UP000001903,543526,5113,5113,0,Match,None
UP000011603,523841,3848,3848,0,Match,None
UP000002698,348780,2764,2764,0,Match,None
UP000008243,309800,3922,3922,0,Match,None
UP000010468,797304,3624,3624,0,Match,None
UP000001879,547559,4203,4203,0,Match,None
UP000240930,1919158,2551,0,2551,Mismatch,None
UP000252983,29295,5207,0,5207,Mismatch,None
UP000010096,756883,3413,0,3413,Mismatch,None
UP000066124,35746,3704,3704,0,Match,None
UP000187321,588898,3639,3639,0,Match,None
UP000199289,1236180,3802,3802,0,Match,None
UP000252985,1547898,3677,3677,0,Match,None
UP000258707,2044521,3698,3698,0,Match,None
UP000294028,60847,3790,3790,0,Match,None
UP000296733,699433,3504,3504,0,Match,None
UP000296822,61858,3746,3746,0,Match,None
UP000297053,57705,3210,3210,0,Match,None
UP000302218,88724,4325,4325,0,Match,None
UP000326302,2212850,2679,2679,0,Match,None
UP000465846,60847,3809,3809,0,Match,None
UP000608662,57705,3351,3351,0,Match,None
UP000610611,1705562,3816,3816,0,Match,None
UP000614221,932660,4195,4195,0,Match,None
UP000641625,43776,3898,3898,0,Match,None
UP000646833,255616,3902,3902,0,Match,None
UP000663064,35746,3986,3986,0,Match,None
UP000663305,2841257,3112,3112,0,Match,None
UP000663525,2841257,3054,3054,0,Match,None
UP001500194,555573,2569,2569,0,Match,None
UP001500420,926360,3566,3566,0,Match,None
UP001500837,489912,2833,2833,0,Match,None
UP001500962,179637,3891,3891,0,Match,None
UP001501425,425309,3366,3366,0,Match,None
UP001501729,1008152,5836,5836,0,Match,None
UP000182829,44930,3713,3713,0,Match,None
UP000183894,302484,3957,3957,0,Match,None
UP000277326,660522,3567,3567,0,Match,None
UP000291097,392421,4092,4092,0,Match,None
UP000292704,222984,3487,3487,0,Match,None
UP000324021,392421,4118,4118,0,Match,None
UP000326207,2212850,2485,2485,0,Match,None
UP000326244,51589,3741,3741,0,Match,None
UP000608850,489913,3221,3221,0,Match,None
UP000628840,1193105,3116,3116,0,Match,None
UP000656367,43776,3827,3827,0,Match,None
UP000728647,2741724,4602,4602,0,Match,None
UP000765891,489911,2907,2907,0,Match,None
UP001209746,2979991,3297,3297,0,Match,None
UP001321018,2979990,5037,5037,0,Match,None
UP001589595,2175149,3670,3670,0,Match,None
UP001595660,2039234,2920,2920,0,Match,None
UP001595821,1586232,4355,4355,0,Match,None
UP001595846,1487865,3612,3612,0,Match,None
UP001595898,2932267,4414,4414,0,Match,None
UP001595921,1364940,4334,4334,0,Match,None
UP001595925,1849069,4417,4417,0,Match,None
UP001595945,2953748,4522,4522,0,Match,None
UP001596099,1872699,4316,4316,0,Match,None
UP001596118,1126240,3113,3113,0,Match,None
UP001596145,2707018,3491,3491,0,Match,None
UP001596201,1126234,3910,3910,0,Match,None
UP001596296,1198295,2906,2906,0,Match,None
UP001596312,175632,3683,3683,0,Match,None
UP001596333,2004704,3577,3577,0,Match,None
UP001596388,3031996,3367,3367,0,Match,None
UP001596390,1526162,3077,3077,0,Match,None
UP001596395,755308,4335,4335,0,Match,None
UP001596398,3034023,2932,2932,0,Match,None
UP001596406,3033939,3649,3649,0,Match,None
UP001596408,1198324,3840,3840,0,Match,None
UP001596414,869890,3356,3356,0,Match,None
UP001596432,3026162,4928,4928,0,Match,None
UP001596434,767515,3580,3580,0,Match,None
UP001596443,3032281,3331,3331,0,Match,None
UP001596447,3032283,3757,3757,0,Match,None
UP001596460,1109010,3731,3731,0,Match,None
UP001596461,3032001,3462,3462,0,Match,None
UP001596481,1748331,3567,3567,0,Match,None
UP001596545,1364933,3152,3152,0,Match,None
UP001596547,3033386,4080,4080,0,Match,None
UP001597034,755306,4024,4024,0,Match,None
UP001597052,869891,3806,3806,0,Match,None
UP001597075,869892,3321,3321,0,Match,None
UP001597076,1198296,3908,3908,0,Match,None
UP001597085,1126237,3754,3754,0,Match,None
UP001597092,755310,3657,3657,0,Match,None
UP001597119,1126241,4176,4176,0,Match,None
UP001597139,1515593,3125,3125,0,Match,None
UP001597185,1433523,3518,3518,0,Match,None
UP001597187,2071873,4186,4186,0,Match,None
UP000053318,1416969,3790,0,3790,Mismatch,None
UP000296797,121872,4000,0,4000,Mismatch,None
UP000502121,60847,2763,0,2763,Mismatch,None
UP001139329,370324,3892,0,3892,Mismatch,None
UP001157945,931585,2979,0,2979,Mismatch,None
UP001200436,2247,3417,0,3417,Mismatch,None
UP001430914,1427151,3969,0,3969,Mismatch,None
UP001431046,2487746,4096,0,4096,Mismatch,None
UP001500586,223182,12531,0,12531,Mismatch,None
UP001501723,387340,3244,0,3244,Mismatch,None
UP001567573,3076378,3743,0,3743,Mismatch,None
UP001595759,996166,3753,0,3753,Mismatch,None
UP001596040,2953748,4582,0,4582,Mismatch,None
UP001596350,1364940,4334,0,4334,Mismatch,None
UP001596376,1364945,4352,0,4352,Mismatch,None
UP001596426,1198295,2896,0,2896,Mismatch,None
UP001596452,3033386,4130,0,4130,Mismatch,None
UP001596474,1364945,4305,0,4305,Mismatch,None
UP001597035,767515,3426,0,3426,Mismatch,None
UP001597072,1202767,2832,0,2832,Mismatch,None
UP001597388,996166,3806,0,3806,Mismatch,None
UP001339184,2497615,3141,0,3141,Mismatch,None
UP000198297,337243,3622,3622,0,Match,None
UP000215731,337243,3194,3194,0,Match,None
UP000216925,337243,3059,3059,0,Match,None
UP000293073,337243,3417,3417,0,Match,None
UP000465667,2246,3586,3586,0,Match,None
UP000619835,2246,3554,3554,0,Match,None
UP000182573,28442,4003,4003,0,Match,None
UP000216409,337243,3485,3485,0,Match,None
UP000216758,337243,3339,3339,0,Match,None
UP000676028,2246,3861,3861,0,Match,None
UP000678484,2246,3859,3859,0,Match,None
UP000679371,2246,3864,3864,0,Match,None
UP000679789,2246,3855,3855,0,Match,None
UP000216942,337243,4689,0,4689,Mismatch,None
UP001179606,337243,3482,0,3482,Mismatch,None
UP001179609,337243,3340,0,3340,Mismatch,None
UP001179612,337243,3479,0,3479,Mismatch,None
UP001179615,337243,3535,0,3535,Mismatch,None
UP001193724,2742718,3142,0,3142,Mismatch,None
UP001210103,337243,3339,0,3339,Mismatch,None
UP001210332,337243,3927,0,3927,Mismatch,None
UP001210363,337243,3487,0,3487,Mismatch,None
UP001210546,337243,3345,0,3345,Mismatch,None
UP001210711,337243,3535,0,3535,Mismatch,None
UP001210877,337243,3443,0,3443,Mismatch,None
UP001210968,337243,3529,0,3529,Mismatch,None
UP001211130,337243,3410,0,3410,Mismatch,None
UP001211273,337243,3566,0,3566,Mismatch,None
UP001211307,337243,3388,0,3388,Mismatch,None
UP001211403,337243,3480,0,3480,Mismatch,None
UP001211671,337243,3426,0,3426,Mismatch,None
UP001211675,337243,3484,0,3484,Mismatch,None
UP001211775,337243,3516,0,3516,Mismatch,None
UP001211825,337243,3412,0,3412,Mismatch,None
UP001211857,337243,3366,0,3366,Mismatch,None
UP001211862,337243,3457,0,3457,Mismatch,None
UP001211936,337243,3424,0,3424,Mismatch,None
UP001212004,337243,3505,0,3505,Mismatch,None
UP001212157,337243,3655,0,3655,Mismatch,None
UP001212161,337243,3395,0,3395,Mismatch,None
UP001212188,337243,3445,0,3445,Mismatch,None
UP001212432,337243,3462,0,3462,Mismatch,None
UP001212630,337243,3547,0,3547,Mismatch,None
UP001212732,337243,3307,0,3307,Mismatch,None
UP001212866,337243,3530,0,3530,Mismatch,None
UP001212911,337243,3544,0,3544,Mismatch,None
UP001212987,337243,3479,0,3479,Mismatch,None
UP001213046,337243,3259,0,3259,Mismatch,None
UP001213243,337243,3476,0,3476,Mismatch,None
UP001268884,2184060,3138,0,3138,Mismatch,None
UP001282707,2246,3924,0,3924,Mismatch,None
UP001582404,2864959,2609,0,2609,Mismatch,None
UP001582509,1979212,2905,0,2905,Mismatch,None
UP001596334,3252694,4014,0,4014,Mismatch,None
UP001596437,3252695,6720,0,6720,Mismatch,None
UP001621302,2246,3667,0,3667,Mismatch,None
UP001622386,2246,3637,0,3637,Mismatch,None
UP000003751,797209,4443,4443,0,Match,None
UP000186547,358396,4075,4075,0,Match,None
UP000452321,29283,3094,3094,0,Match,None
UP000004595,751944,3265,0,3265,Mismatch,None
UP000031628,1592728,3910,0,3910,Mismatch,None
UP000077714,1622207,4108,0,4108,Mismatch,None
UP000179897,1869245,4124,0,4124,Mismatch,None
UP000187924,1932360,3726,0,3726,Mismatch,None
UP000191169,1853690,3470,0,3470,Mismatch,None
UP000194293,1855873,3030,0,3030,Mismatch,None
UP000215835,1383843,3400,0,3400,Mismatch,None
UP000216038,1480718,3687,0,3687,Mismatch,None
UP000216572,1383841,3508,0,3508,Mismatch,None
UP000216685,1480728,3537,0,3537,Mismatch,None
UP000222798,1383842,3589,0,3589,Mismatch,None
UP000223005,1608465,4602,0,4602,Mismatch,None
UP000267112,1853682,3110,0,3110,Mismatch,None
UP000267616,634157,2883,0,2883,Mismatch,None
UP000276115,1853699,3438,0,3438,Mismatch,None
UP000298727,2572921,2983,0,2983,Mismatch,None
UP000305339,1419722,6274,0,6274,Mismatch,None
UP000305399,2518119,3851,0,3851,Mismatch,None
UP000305933,1537265,3524,0,3524,Mismatch,None
UP000306040,1855872,3227,0,3227,Mismatch,None
UP000306311,2518117,3518,0,3518,Mismatch,None
UP000308516,1855858,3321,0,3321,Mismatch,None
UP000308682,1537267,3712,0,3712,Mismatch,None
UP000309858,2518114,3492,0,3492,Mismatch,None
UP000325610,2790029,3051,0,3051,Mismatch,None
UP000326187,1853686,3941,0,3941,Mismatch,None
UP000326520,1853685,3785,0,3785,Mismatch,None
UP000327074,1853684,3825,0,3825,Mismatch,None
UP000365569,2610902,3446,0,3446,Mismatch,None
UP000423761,2650754,3355,0,3355,Mismatch,None
UP000480809,1679093,4230,0,4230,Mismatch,None
UP000488159,2650752,3475,0,3475,Mismatch,None
UP000622407,2562277,3653,0,3653,Mismatch,None
UP000682567,2836432,2828,0,2828,Mismatch,None
UP000697372,1961921,3912,0,3912,Mismatch,None
UP001062956,2029368,4306,0,4306,Mismatch,None
UP001158858,2527867,3287,0,3287,Mismatch,None
UP001187410,29283,3235,0,3235,Mismatch,None
UP001204070,2934174,4718,0,4718,Mismatch,None
UP001206436,2934173,4704,0,4704,Mismatch,None
UP001206718,2978732,4122,0,4122,Mismatch,None
UP001243835,3053469,3635,0,3635,Mismatch,None
UP001264507,2950535,4300,0,4300,Mismatch,None
UP001292184,3050073,3675,0,3675,Mismatch,None
UP001311163,3107927,2944,0,2944,Mismatch,None
UP001567449,3079933,3505,0,3505,Mismatch,None
UP001567488,3079934,3918,0,3918,Mismatch,None
UP001595991,3252680,4948,0,4948,Mismatch,None
UP001595992,3252683,4385,0,4385,Mismatch,None
UP001596009,3252682,4345,0,4345,Mismatch,None
UP001596371,3252672,3677,0,3677,Mismatch,None
UP001596372,3252660,3920,0,3920,Mismatch,None
UP001596374,3252691,3935,0,3935,Mismatch,None
UP001596396,3252665,3745,0,3745,Mismatch,None
UP001596399,3252692,4090,0,4090,Mismatch,None
UP001596420,3252688,4937,0,4937,Mismatch,None
UP001596428,3252686,3905,0,3905,Mismatch,None
UP001596430,3252661,4176,0,4176,Mismatch,None
UP001596433,3252684,3466,0,3466,Mismatch,None
UP001596464,3252667,3725,0,3725,Mismatch,None
UP001596465,3252668,3925,0,3925,Mismatch,None
UP001596469,3252671,3410,0,3410,Mismatch,None
UP001596502,3252689,4978,0,4978,Mismatch,None
UP000011577,1227458,3623,3623,0,Match,None
UP000011618,1227495,3844,3844,0,Match,None
UP000193587,1121945,3317,3317,0,Match,None
UP000682967,662476,4348,4348,0,Match,None
UP000007813,1210908,4824,4824,0,Match,None
UP000011573,1230451,4105,0,4105,Mismatch,None
UP000011594,1227489,3858,0,3858,Mismatch,None
UP000011679,1227460,3630,0,3630,Mismatch,None
UP000014072,1333523,3013,0,3013,Mismatch,None
UP000256265,2077206,4043,0,4043,Mismatch,None
UP000256350,2077203,3929,0,3929,Mismatch,None
UP000256408,2077199,3767,0,3767,Mismatch,None
UP000256662,2077205,4426,0,4426,Mismatch,None
UP000257001,2077201,3929,0,3929,Mismatch,None
UP000257034,2077202,3835,0,3835,Mismatch,None
UP000257063,2077200,3788,0,3788,Mismatch,None
UP000265841,2077204,4231,0,4231,Mismatch,None
UP000268116,2282125,4435,0,4435,Mismatch,None
UP000273671,2282134,3783,0,3783,Mismatch,None
UP000274544,2282133,3802,0,3802,Mismatch,None
UP000276965,2282129,3396,0,3396,Mismatch,None
UP000277703,2282131,3864,0,3864,Mismatch,None
UP000278043,2321230,3722,0,3722,Mismatch,None
UP000278611,2282130,3731,0,3731,Mismatch,None
UP000279219,2282127,3216,0,3216,Mismatch,None
UP000279411,2282128,4158,0,4158,Mismatch,None
UP000283923,2282135,4156,0,4156,Mismatch,None
UP000284370,2282126,3220,0,3220,Mismatch,None
UP000286062,2282132,4082,0,4082,Mismatch,None
UP000288765,2497325,3241,0,3241,Mismatch,None
UP000440649,2690967,3793,0,3793,Mismatch,None
UP000503032,2716717,4757,0,4757,Mismatch,None
UP000720740,2715750,3982,0,3982,Mismatch,None
UP000752746,2715753,3596,0,3596,Mismatch,None
UP000753532,2716716,4052,0,4052,Mismatch,None
UP001179180,2716718,4233,0,4233,Mismatch,None
UP001182263,2862545,4741,0,4741,Mismatch,None
UP001193580,2715752,3157,0,3157,Mismatch,None
UP001213575,3037652,4204,0,4204,Mismatch,None
UP001221828,3037649,4784,0,4784,Mismatch,None
UP001224984,3069756,3471,0,3471,Mismatch,None
UP001236773,3069755,4146,0,4146,Mismatch,None
UP001244089,3069757,4127,0,4127,Mismatch,None
UP001253070,2950538,4300,0,4300,Mismatch,None
UP001256544,2951080,4300,0,4300,Mismatch,None
UP001258269,3074078,3236,0,3236,Mismatch,None
UP001260947,2951081,5323,0,5323,Mismatch,None
UP001321560,3037648,4411,0,4411,Mismatch,None
UP001564723,3240101,4721,0,4721,Mismatch,None
UP001575037,3242701,3644,0,3644,Mismatch,None
UP001575038,3242700,3791,0,3791,Mismatch,None
UP001575039,3242698,3922,0,3922,Mismatch,None
UP001575141,3242697,3121,0,3121,Mismatch,None
UP001576164,3242699,4551,0,4551,Mismatch,None
UP001609582,3368986,5545,0,5545,Mismatch,None
UP001609583,3368987,5459,0,5459,Mismatch,None
UP000006507,406552,4296,0,4296,Mismatch,None
UP000011507,1227462,3545,0,3545,Mismatch,None
UP000011673,1227463,3557,0,3557,Mismatch,None
UP000011677,1227464,3569,0,3569,Mismatch,None
UP000251460,2249761,3309,0,3309,Mismatch,None
UP000473608,2690782,2889,0,2889,Mismatch,None
UP001242572,3053904,3299,0,3299,Mismatch,None
UP001321544,3048066,4408,0,4408,Mismatch,None
UP000305812,2518111,3292,0,3292,Mismatch,None
UP000306494,2518115,3315,0,3315,Mismatch,None
UP000308601,2518112,3151,0,3151,Mismatch,None
UP000308636,2518116,3381,0,3381,Mismatch,None
UP000308993,2518113,3438,0,3438,Mismatch,None
UP000011572,1227486,3246,3246,0,Match,None
UP000011614,1227468,3123,3123,0,Match,None
UP000000390,795797,3779,3779,0,Match,None
UP000010843,797303,4138,4138,0,Match,None
UP000011585,469382,3879,3879,0,Match,None
UP000298722,272569,4024,4024,0,Match,None
UP000011535,1230452,3632,3632,0,Match,None
UP000005629,634497,3855,3855,0,Match,None
UP000006469,523841,3826,3826,0,Match,None
UP000027075,523841,3592,3592,0,Match,None
UP000299011,523841,3738,3738,0,Match,None
UP001276063,523841,3793,0,3793,Mismatch,None
UP000011532,309800,3886,3886,0,Match,None
UP000011613,797304,3655,3655,0,Match,None
UP000234484,797304,3568,3568,0,Match,None
UP000011543,547559,4196,4196,0,Match,None
